ID,electricity_consumption,temperature_2m_max,temperature_2m_min,sunshine_duration,daylight_duration,wind_speed_10m_max,wind_direction_10m_dominant
cluster_1_2015-07-31,277.546,22.4,8.0,47196.15666666667,54740.88999999999,17.7,41.33065772597097
cluster_2_2015-07-31,416.115,26.1,8.1,33284.706666666665,54044.22666666666,15.7,81.47014234042668
cluster_3_2015-07-31,613.342,30.2,9.7,35786.02,53321.746666666666,22.6,11.008258323505045
cluster_4_2015-07-31,833.775,25.1,8.5,41762.41666666666,53950.65333333333,17.1,19.0469548578014
cluster_1_2015-08-01,240.05,24.8,10.1,49082.12333333333,54570.90333333334,14.2,346.9654942361491
cluster_2_2015-08-01,367.856,24.8,10.4,48553.09,53885.58666666667,15.6,338.48217872258243
cluster_3_2015-08-01,559.631,26.2,13.7,40431.69,53175.08666666667,13.7,287.6960736869493
cluster_4_2015-08-01,742.156,24.9,12.7,36846.676666666666,53793.793333333335,12.6,359.84019416441373
cluster_1_2015-08-02,222.6,27.9,9.3,49988.03666666666,54398.94999999999,18.7,111.8089505069264
cluster_2_2015-08-02,345.171,30.3,10.5,49613.02666666667,53725.08666666667,14.6,122.17996695446756
cluster_3_2015-08-02,528.492,33.1,14.3,48990.35,53026.636666666665,13.7,84.00000000000003
cluster_4_2015-08-02,700.526,29.1,11.1,49440.99,53635.06333333333,13.6,55.680163791117394
cluster_1_2015-08-03,263.462,33.0,15.5,49391.23,54225.206666666665,17.9,207.51769587450764
cluster_2_2015-08-03,405.164,35.0,17.1,48010.80666666667,53562.863333333335,21.1,175.18175716000394
cluster_3_2015-08-03,600.366,34.5,17.3,48817.59333333333,52876.54666666667,16.6,213.3526563999613
cluster_4_2015-08-03,805.827,33.2,16.8,48991.693333333336,53474.61666666666,14.5,175.2829447008485
cluster_1_2015-08-04,266.14,26.2,15.2,41203.11,54049.84333333333,20.5,271.3183726941549
cluster_2_2015-08-04,410.661,26.6,15.4,38544.93333333334,53399.08666666666,20.5,280.88186398159803
cluster_3_2015-08-04,605.563,31.9,18.5,31916.876666666667,52724.96333333334,18.2,286.9441955561972
cluster_4_2015-08-04,808.192,26.5,17.6,33012.90666666667,53312.62,16.3,275.2179041480535
cluster_1_2015-08-05,267.699,29.5,12.6,49348.22666666666,53873.03333333333,16.6,159.7036573371799
cluster_2_2015-08-05,417.076,34.6,12.5,49221.99,53233.92333333333,22.6,145.3329297832525
cluster_3_2015-08-05,613.983,33.2,15.7,48207.65,52572.036666666674,17.4,35.86502348195159
cluster_4_2015-08-05,812.647,33.8,13.9,49149.92333333333,53149.21666666667,16.2,141.27933851578146
cluster_1_2015-08-06,272.87,30.4,16.0,42260.96666666667,53694.93333333333,18.5,253.346656330524
cluster_2_2015-08-06,422.267,32.5,14.2,48916.52,53067.51,17.0,271.98217193601306
cluster_3_2015-08-06,624.824,34.2,17.2,47206.70333333333,52417.9,14.3,200.772122899337
cluster_4_2015-08-06,825.078,36.0,18.0,49034.333333333336,52984.57,16.6,177.35877577082402
cluster_1_2015-08-07,269.379,30.5,14.1,48745.92999999999,53515.7,17.7,353.98033686877585
cluster_2_2015-08-07,420.483,31.4,14.6,48666.05,52900.0,18.1,325.5504990210681
cluster_3_2015-08-07,625.132,37.3,20.5,46868.44666666666,52262.68666666667,16.3,241.07030001723624
cluster_4_2015-08-07,815.293,38.3,16.7,48396.62666666667,52818.81666666666,20.0,303.6515956641325
cluster_1_2015-08-08,234.264,27.9,14.9,46961.13333333333,53335.31,18.4,11.020104501046196
cluster_2_2015-08-08,375.452,27.0,15.8,25342.443333333333,52731.37333333333,17.8,350.1091924689345
cluster_3_2015-08-08,577.337,35.6,16.2,29722.27,52106.386666666665,25.1,319.0046011326027
cluster_4_2015-08-08,733.604,28.5,18.3,31226.546666666665,52651.92999999999,19.1,342.76733312184695
cluster_1_2015-08-09,214.437,25.4,15.4,32203.74333333333,53152.37666666667,15.5,342.2653345884289
cluster_2_2015-08-09,336.718,23.4,13.2,24235.533333333336,52560.32000000001,17.4,353.9921830629631
cluster_3_2015-08-09,524.686,31.2,15.9,30788.81,51947.783333333326,19.3,313.03757339561446
cluster_4_2015-08-09,685.442,24.5,19.2,12727.363333333333,52482.636666666665,16.4,341.88732225037865
cluster_1_2015-08-10,249.394,27.1,13.3,42888.66333333334,52966.74333333334,17.1,316.0700291825673
cluster_2_2015-08-10,383.144,28.3,14.2,35886.81666666667,52386.706666666665,15.8,308.244475084977
cluster_3_2015-08-10,571.708,29.2,14.8,38942.513333333336,51786.75333333333,19.4,335.8439987681558
cluster_4_2015-08-10,764.249,28.0,14.7,25689.533333333336,52310.78,19.8,336.6532613256534
cluster_1_2015-08-11,261.371,29.1,16.7,21418.77333333333,52778.60666666667,18.6,30.000304779886218
cluster_2_2015-08-11,397.743,30.9,15.2,38063.31,52210.71,16.5,53.04919633512855
cluster_3_2015-08-11,591.865,31.0,17.0,46343.88333333333,51623.456666666665,13.8,359.634157304926
cluster_4_2015-08-11,784.604,29.4,17.4,41088.55666666666,52136.55333333334,19.7,11.127593496074516
cluster_1_2015-08-12,263.494,31.6,16.2,44428.24333333334,52588.16333333333,20.1,48.33550638380895
cluster_2_2015-08-12,404.611,32.6,17.8,41455.48333333334,52032.51666666666,18.7,75.90625108348513
cluster_3_2015-08-12,606.722,34.2,18.7,46248.40666666667,51458.07,15.8,38.004168333441534
cluster_4_2015-08-12,797.881,33.0,19.0,47745.44333333333,51960.130000000005,18.2,78.41538043648119
cluster_1_2015-08-13,263.28,31.0,19.0,16031.03,52395.60333333333,22.0,96.63287107248247
cluster_2_2015-08-13,395.041,29.5,18.5,21115.466666666667,51852.30333333332,21.8,193.92385562933293
cluster_3_2015-08-13,603.939,33.6,18.7,39625.32,51290.74666666667,19.3,215.5401327264312
cluster_4_2015-08-13,800.277,30.4,19.5,33141.863333333335,51781.68333333333,22.2,157.59942798027726
cluster_1_2015-08-14,257.905,26.0,16.1,37772.63333333333,52201.11000000001,23.3,210.16700313010512
cluster_2_2015-08-14,383.734,24.2,16.5,31124.43333333333,51670.23666666666,29.4,217.9752069964652
cluster_3_2015-08-14,587.081,28.4,16.6,22165.62,51121.65333333333,24.5,247.2940293839032
cluster_4_2015-08-14,778.864,25.9,17.6,36362.53666666667,51601.39666666667,19.1,212.0417941443409
cluster_1_2015-08-15,223.139,19.6,14.3,29625.65333333333,52004.863333333335,24.6,283.1389833157475
cluster_2_2015-08-15,339.997,21.4,14.7,22628.186666666665,51486.496666666666,26.1,291.8198314273395
cluster_3_2015-08-15,529.7,27.1,14.6,37468.16333333334,50950.94666666666,22.4,281.75709950157113
cluster_4_2015-08-15,698.74,21.2,15.6,22966.48,51419.41666666666,23.9,293.8954599707131
cluster_1_2015-08-16,209.659,20.5,11.3,37414.223333333335,51807.04,14.1,324.8019159962804
cluster_2_2015-08-16,327.174,23.0,12.0,42187.23,51301.23666666666,13.7,337.115647168174
cluster_3_2015-08-16,504.449,27.4,11.4,31591.603333333333,50778.77333333334,28.2,334.9674771139568
cluster_4_2015-08-16,667.192,21.1,12.1,25397.76,51235.926666666666,14.7,338.3332279826744
cluster_1_2015-08-17,251.202,19.3,11.6,29830.63666666667,51607.81333333333,14.7,5.777231243360854
cluster_2_2015-08-17,381.709,24.5,11.5,27596.23,51114.61666666667,17.9,338.1084256497299
cluster_3_2015-08-17,568.933,28.0,13.1,43517.676666666666,50605.29,20.8,323.3674857520522
cluster_4_2015-08-17,760.844,21.4,14.2,29925.003333333338,51051.06666666667,14.2,353.87325960813456
cluster_1_2015-08-18,261.604,20.5,12.1,28203.926666666663,51407.34,11.6,277.0003047798862
cluster_2_2015-08-18,396.431,23.8,12.9,32584.176666666663,50926.80333333334,14.4,303.770336250118
cluster_3_2015-08-18,589.892,27.8,12.8,43966.12,50430.64000000001,16.6,322.63899955249303
cluster_4_2015-08-18,783.054,22.0,11.3,42549.17333333333,50865.01,13.1,340.6399627762891
cluster_1_2015-08-19,265.893,22.4,10.6,31744.38,51205.786666666674,11.6,194.30479527575952
cluster_2_2015-08-19,399.594,24.8,13.1,41441.47,50737.93333333333,14.1,206.6657120780633
cluster_3_2015-08-19,594.969,28.7,12.6,46199.95,50254.956666666665,28.3,345.7303619674244
cluster_4_2015-08-19,789.375,24.2,11.7,38427.10666666667,50677.88999999999,14.9,18.79553615432198
cluster_1_2015-08-20,270.555,22.7,14.0,18638.75333333333,51003.32000000001,14.5,195.8426038119738
cluster_2_2015-08-20,405.957,27.6,14.5,40906.54,50548.16333333333,12.7,275.0
cluster_3_2015-08-20,602.94,31.4,13.6,46130.83666666667,50078.39333333333,20.3,28.632459471104124
cluster_4_2015-08-20,800.866,25.6,12.2,30773.08333333333,50489.85666666667,13.5,331.0750121546984
cluster_1_2015-08-21,270.833,27.9,13.5,45940.51,50800.07666666666,15.7,143.59111818164513
cluster_2_2015-08-21,409.007,30.7,14.5,46070.69999999999,50357.64000000001,10.8,124.02732078793288
cluster_3_2015-08-21,608.609,31.7,13.7,46010.956666666665,49901.07000000001,15.3,36.26459352354709
cluster_4_2015-08-21,806.443,27.9,13.8,44698.87,50301.06666666667,11.2,46.62346855134344
cluster_1_2015-08-22,242.461,29.3,15.3,46270.66666666666,50596.22,19.1,119.74993530412594
cluster_2_2015-08-22,372.842,30.0,15.7,45437.75333333333,50166.496666666666,22.4,120.33584037688144
cluster_3_2015-08-22,566.919,30.4,14.0,44102.630000000005,49723.13333333333,18.7,126.8555366407833
cluster_4_2015-08-22,741.5,30.0,14.2,45933.920000000006,50111.65,17.1,117.8995065268416
cluster_1_2015-08-23,223.814,25.1,16.2,23299.556666666667,50391.886666666665,19.2,184.1364458549264
cluster_2_2015-08-23,340.161,25.4,16.9,24242.81333333333,49974.880000000005,21.1,212.2981869594384
cluster_3_2015-08-23,524.906,26.8,14.3,34486.683333333334,49544.70333333333,30.8,167.22762872303915
cluster_4_2015-08-23,702.164,23.7,16.2,21393.236666666664,49921.73666666666,21.6,184.00030477988625
cluster_1_2015-08-24,274.776,22.1,14.0,27465.35666666667,50187.22333333333,38.6,201.96477807500344
cluster_2_2015-08-24,403.25,22.9,12.7,32575.45,49782.920000000006,46.6,218.5778374724954
cluster_3_2015-08-24,601.774,24.7,15.7,30305.48,49365.90666666668,29.7,177.81759010595252
cluster_4_2015-08-24,823.489,22.9,13.9,31634.233333333337,49731.47666666666,41.6,207.3309196185259
cluster_1_2015-08-25,287.362,20.9,11.9,20704.07,49982.37333333333,38.2,213.66449361619104
cluster_2_2015-08-25,420.568,26.4,12.5,30096.2,49590.746666666666,29.4,191.6607706338656
cluster_3_2015-08-25,613.626,25.5,13.7,45158.956666666665,49186.87,21.1,240.34501104827777
cluster_4_2015-08-25,850.321,23.3,11.9,36900.82,49540.99333333334,28.8,252.04738655729
cluster_1_2015-08-26,291.327,28.0,16.3,29310.18333333333,49777.47,34.3,194.3349908640192
cluster_2_2015-08-26,430.881,31.1,15.7,37158.00666666666,49398.49333333334,32.6,175.07534767656182
cluster_3_2015-08-26,629.015,28.8,13.4,45048.43666666667,49007.72,16.8,151.27316055093206
cluster_4_2015-08-26,869.75,29.3,12.5,41907.53333333333,49350.41,28.1,183.2856408407804
cluster_1_2015-08-27,295.202,22.3,13.5,433.08,49572.64333333333,19.3,219.30075995881435
cluster_2_2015-08-27,441.297,31.2,13.9,14400.0,49206.28333333333,24.8,190.82156440658903
cluster_3_2015-08-27,638.413,30.4,16.4,44214.22333333333,48828.56333333333,19.6,199.68509280706576
cluster_4_2015-08-27,883.446,30.4,14.7,28521.626666666667,49159.863333333335,28.2,197.03694350663207
cluster_1_2015-08-28,288.651,20.8,10.2,36995.58,49367.84666666666,11.0,284.0869433216593
cluster_2_2015-08-28,435.007,31.4,11.9,39815.74,49014.07000000001,20.6,111.6097688627992
cluster_3_2015-08-28,643.146,30.4,18.4,36226.083333333336,48649.37,12.8,232.1245207724748
cluster_4_2015-08-28,869.362,31.1,14.6,37076.73,48969.30333333334,19.4,204.3745295913118
cluster_1_2015-08-29,249.645,28.0,11.8,43649.23666666666,49161.66333333334,14.2,79.66313849481377
cluster_2_2015-08-29,387.235,31.5,10.9,43784.35,48820.52666666667,23.8,98.9768538084161
cluster_3_2015-08-29,587.762,34.7,17.3,44404.64666666667,48468.9,14.7,106.45641489072786
cluster_4_2015-08-29,794.242,32.6,15.0,44673.793333333335,48777.40666666667,17.3,135.52636264841894
cluster_1_2015-08-30,232.272,31.0,16.6,44006.71333333334,48953.88,14.4,59.13520486714615
cluster_2_2015-08-30,357.689,32.0,16.7,42262.04666666667,48625.46,24.8,114.38762957554056
cluster_3_2015-08-30,548.482,34.3,18.2,44325.98333333334,48286.966666666674,15.9,147.56293484673765
cluster_4_2015-08-30,759.115,33.3,18.0,44334.32666666666,48583.98666666666,18.9,176.66738351187217
cluster_1_2015-08-31,289.188,28.9,16.4,21512.143333333333,48744.66,20.0,295.95654184325184
cluster_2_2015-08-31,435.057,32.6,17.1,22421.463333333333,48429.013333333336,22.4,232.3651909172312
cluster_3_2015-08-31,637.367,32.0,19.0,38441.206666666665,48103.71,18.4,179.10870076782848
cluster_4_2015-08-31,899.841,32.4,18.8,37243.420000000006,48389.19,26.3,205.40552978664945
cluster_1_2015-09-01,298.005,19.5,13.4,34309.706666666665,48534.15333333334,19.1,331.3329905781327
cluster_2_2015-09-01,428.506,23.2,13.7,35714.306666666664,48231.32666666666,21.0,319.2640927166125
cluster_3_2015-09-01,650.792,28.8,16.3,36401.833333333336,47919.26666666666,20.4,284.04481250492904
cluster_4_2015-09-01,906.018,23.2,15.1,23314.006666666664,48193.15,24.9,272.5978066500743
cluster_1_2015-09-02,292.996,19.4,11.2,43514.25666666668,48322.5,16.2,287.69011088476043
cluster_2_2015-09-02,430.164,23.2,10.9,40202.84666666667,48032.54,13.2,301.2631960399302
cluster_3_2015-09-02,638.137,27.8,12.9,43562.56,47733.763333333336,20.8,335.1340167081719
cluster_4_2015-09-02,899.465,22.5,9.5,42346.01,47996.013333333336,14.8,332.6122121089946
cluster_1_2015-09-03,293.291,18.1,10.0,43100.93666666667,48109.850000000006,17.5,280.6658226397521
cluster_2_2015-09-03,435.966,21.2,8.2,39589.35666666667,47832.79,15.0,285.21845028725267
cluster_3_2015-09-03,637.594,27.1,13.9,35740.64666666667,47547.32333333333,14.5,322.6088928376209
cluster_4_2015-09-03,906.413,20.6,9.4,41004.10666666667,47797.91,14.0,311.04743060614936
cluster_1_2015-09-04,285.891,17.4,9.7,42233.03333333333,47896.32666666667,14.3,285.7653573569095
cluster_2_2015-09-04,436.005,21.2,9.7,39283.61666666666,47632.206666666665,16.8,286.3131274802068
cluster_3_2015-09-04,630.506,26.3,11.4,40243.863333333335,47360.08,16.4,313.66996617033215
cluster_4_2015-09-04,897.885,20.9,9.8,35895.57,47598.963333333326,15.0,315.21958404951044
cluster_1_2015-09-05,247.62,17.2,9.3,34829.60999999999,47682.08666666667,15.4,303.34412982709165
cluster_2_2015-09-05,375.061,20.5,10.4,32007.11666666667,47430.91666666666,17.3,300.3441298270917
cluster_3_2015-09-05,567.321,24.1,9.8,36744.15,47172.14333333334,31.4,311.7711088771239
cluster_4_2015-09-05,799.38,18.1,9.6,34644.43333333334,47399.31,16.2,321.26775500796845
cluster_1_2015-09-06,227.999,16.6,9.9,39507.15333333333,47467.25333333333,16.5,0.4179689785079113
cluster_2_2015-09-06,349.314,21.5,11.1,39844.97666666666,47229.05,22.0,335.8242330108369
cluster_3_2015-09-06,534.457,25.5,10.3,39244.456666666665,46983.64333333333,28.3,341.5364438626456
cluster_4_2015-09-06,760.472,18.1,10.1,35725.07,47199.083333333336,21.3,0.6700978815524025
cluster_1_2015-09-07,287.108,19.2,7.8,37019.33666666667,47251.96666666667,17.3,346.6764930136725
cluster_2_2015-09-07,420.452,22.1,9.4,28237.140000000003,47026.73666666667,19.8,341.0025837920307
cluster_3_2015-09-07,621.447,26.5,8.7,35248.16,46794.69,23.8,349.74686195328644
cluster_4_2015-09-07,903.485,20.4,8.0,29980.14,46998.4,19.9,7.027815534711002
cluster_1_2015-09-08,299.45,18.7,11.4,32321.27,47036.34666666666,18.5,51.03221193904957
cluster_2_2015-09-08,432.592,23.7,9.9,34687.41,46824.09,17.9,56.5432631867984
cluster_3_2015-09-08,637.643,25.9,8.8,38997.6,46605.406666666655,14.6,33.33499086401918
cluster_4_2015-09-08,926.619,22.2,10.3,34338.60666666667,46797.37666666667,17.1,20.25022502523904
cluster_1_2015-09-09,299.628,21.7,10.1,42704.51666666667,46820.52,19.0,75.99898298231741
cluster_2_2015-09-09,434.971,26.6,9.8,39780.22,46621.23333333334,19.7,84.68732376074489
cluster_3_2015-09-09,643.696,28.0,9.1,42528.943333333336,46415.90333333334,15.9,59.25047699493294
cluster_4_2015-09-09,927.373,24.4,10.9,42453.55333333334,46596.13999999999,17.0,47.21031475808846
cluster_1_2015-09-10,301.635,22.0,11.0,42525.03,46604.63,17.6,78.9993901614561
cluster_2_2015-09-10,437.07,25.3,10.1,39745.84333333333,46418.29,17.4,88.63181423874578
cluster_3_2015-09-10,642.652,26.4,9.7,41620.82666666667,46226.29666666666,17.1,47.93106223318353
cluster_4_2015-09-10,925.58,23.8,11.8,42047.10666666667,46394.80666666666,14.3,35.59529603502424
cluster_1_2015-09-11,297.286,22.0,10.2,37703.37333333333,46388.780000000006,14.7,119.95679803313756
cluster_2_2015-09-11,432.976,26.2,9.0,42063.973333333335,46215.37666666667,21.4,104.14112988259116
cluster_3_2015-09-11,637.339,28.1,8.4,41865.64333333333,46036.693333333336,18.5,156.86590142864986
cluster_4_2015-09-11,917.32,24.6,8.8,41045.42666666667,46193.496666666666,18.8,145.2162924167772
cluster_1_2015-09-12,251.44,19.0,13.0,19735.726666666666,46173.1,19.1,210.9726792120671
cluster_2_2015-09-12,382.443,23.9,14.0,13359.243333333332,46012.60333333333,21.9,167.82285392240766
cluster_3_2015-09-12,570.322,26.3,13.4,24953.23,45847.20333333333,31.8,196.38632414534203
cluster_4_2015-09-12,816.898,25.0,14.9,17864.986666666668,45992.32666666667,21.3,184.6700978815524
cluster_1_2015-09-13,231.576,21.6,9.4,11658.853333333333,45957.706666666665,22.5,124.82184004939045
cluster_2_2015-09-13,356.437,25.5,10.3,14434.63,45810.09,21.3,140.0509572245891
cluster_3_2015-09-13,525.562,25.8,15.4,18855.20333333333,45657.94,30.8,159.09603023991195
cluster_4_2015-09-13,778.474,24.8,12.6,16052.283333333333,45791.4,24.1,146.05606071736784
cluster_1_2015-09-14,290.61,17.9,12.4,32450.24666666667,45742.73333333333,38.2,212.3284723925776
cluster_2_2015-09-14,423.785,18.9,10.2,26410.426666666663,45607.96333333334,31.8,230.03364747454344
cluster_3_2015-09-14,611.313,24.3,13.3,36441.95333333333,45469.00666666668,25.0,251.9691380939982
cluster_4_2015-09-14,906.74,21.1,13.2,36507.12,45590.84666666667,30.0,214.3336344040273
cluster_1_2015-09-15,304.511,18.5,10.4,34879.18,45528.28666666666,29.8,205.0
cluster_2_2015-09-15,440.216,24.1,10.3,29083.7,45406.31333333333,33.4,178.59911240417958
cluster_3_2015-09-15,636.935,23.4,12.5,16915.673333333336,45280.51666666667,27.4,164.83189109324582
cluster_4_2015-09-15,937.738,19.8,11.6,17447.14,45390.776666666665,28.2,190.66979382981944
cluster_1_2015-09-16,310.006,19.1,13.5,11299.183333333334,45314.496666666666,30.3,175.66568781397157
cluster_2_2015-09-16,446.966,30.2,12.6,22353.326666666664,45205.26666666667,32.4,169.74755258860185
cluster_3_2015-09-16,652.318,25.6,13.5,31347.09333333333,45092.57333333333,37.1,173.62728652933737
cluster_4_2015-09-16,955.646,25.1,14.3,20699.78,45191.293333333335,43.0,184.6677210568365
cluster_1_2015-09-17,307.8,17.7,12.5,31539.603333333333,45101.29,27.9,239.076895297896
cluster_2_2015-09-17,442.604,20.7,12.2,29308.410000000003,45004.76666666666,26.7,248.60016742382552
cluster_3_2015-09-17,652.117,24.6,12.9,24760.97333333333,44905.13,24.8,198.57290334545027
cluster_4_2015-09-17,950.176,21.3,13.2,20696.59,44992.34333333333,31.0,205.77728432662963
cluster_1_2015-09-18,301.946,18.4,10.9,37455.943333333336,44887.23666666667,21.9,219.0146843607048
cluster_2_2015-09-18,433.629,20.9,10.6,38294.23666666666,44803.456666666665,23.6,229.8031571200206
cluster_3_2015-09-18,636.16,23.5,10.9,40297.55333333334,44716.92333333334,19.6,243.57958030295453
cluster_4_2015-09-18,938.869,19.3,10.4,34979.82666666667,44792.59333333333,22.1,238.92063780991367
cluster_1_2015-09-19,253.581,18.4,10.5,36444.98666666667,44672.113333333335,13.1,310.1764303266125
cluster_2_2015-09-19,381.575,19.5,10.9,39322.70333333334,44601.136666666665,17.7,305.29367854378177
cluster_3_2015-09-19,575.814,23.4,11.4,35723.88333333333,44527.75333333333,28.5,276.16136806990664
cluster_4_2015-09-19,835.895,18.9,10.6,32624.846666666665,44591.83666666667,15.3,305.92182397950825
cluster_1_2015-09-20,234.277,20.1,7.8,33301.22666666666,44456.05666666667,9.3,9.262106931062064
cluster_2_2015-09-20,353.911,20.7,7.1,36743.46333333333,44397.926666666666,10.5,319.0228126071037
cluster_3_2015-09-20,536.833,24.3,10.2,37135.21666666667,44337.75333333333,30.8,357.27402580237106
cluster_4_2015-09-20,788.029,17.3,7.4,24094.19,44390.2,18.4,0.611039619437055
cluster_1_2015-09-21,295.016,18.5,9.7,23190.64,44239.18666666667,19.7,205.33674022881857
cluster_2_2015-09-21,428.839,22.9,9.2,34295.19666666666,44193.956666666665,19.5,224.30589772129323
cluster_3_2015-09-21,620.749,24.5,9.0,40059.24333333333,44147.02666666667,18.0,330.38810889792694
cluster_4_2015-09-21,921.406,19.3,7.7,32302.97,44187.79666666667,15.4,287.2979833454024
cluster_1_2015-09-22,309.84,15.0,10.7,28167.18333333333,44021.64666666667,31.1,249.74483850545425
cluster_2_2015-09-22,444.747,19.3,10.5,21169.766666666663,43989.34666666666,29.2,249.9732816692741
cluster_3_2015-09-22,640.746,22.7,11.7,23627.92,43955.70333333334,22.4,256.21793154614204
cluster_4_2015-09-22,957.124,19.4,10.7,23985.86,43984.76,26.6,230.94806165629427
cluster_1_2015-09-23,313.523,17.2,9.8,38183.90666666667,43803.56,20.5,282.3322789431635
cluster_2_2015-09-23,444.596,18.2,10.0,35601.39666666667,43784.216666666674,23.3,284.98033686877585
cluster_3_2015-09-23,647.171,19.9,10.0,35801.433333333334,43763.88333333334,37.5,290.2894920417486
cluster_4_2015-09-23,968.939,17.3,9.5,29910.390000000003,43781.206666666665,17.7,297.33135708232976
cluster_1_2015-09-24,313.88,17.6,9.3,19829.79333333333,43585.05,22.7,228.68687251979324
cluster_2_2015-09-24,446.266,19.9,8.5,21246.36,43578.68666666667,25.4,245.0972032721185
cluster_3_2015-09-24,648.051,23.4,8.7,37851.73666666667,43571.69666666666,30.5,296.7750496447698
cluster_4_2015-09-24,977.273,18.5,9.6,28974.716666666664,43577.26,18.4,279.86859402382305
cluster_1_2015-09-25,305.305,17.4,10.3,35937.28,43366.246666666666,11.8,300.99510674900904
cluster_2_2015-09-25,438.436,21.6,9.6,38690.99333333333,43372.886666666665,14.5,311.00781606633586
cluster_3_2015-09-25,635.892,25.5,11.1,34746.72666666666,43379.246666666666,22.9,357.181063172189
cluster_4_2015-09-25,956.522,19.1,9.7,33712.59,43373.04,18.4,344.9827152174793
cluster_1_2015-09-26,260.781,16.9,7.7,37382.113333333335,43147.276666666665,19.1,44.66854777516616
cluster_2_2015-09-26,389.806,22.0,6.5,34683.49333333334,43166.93,18.2,7.429939710921899
cluster_3_2015-09-26,573.801,24.9,11.5,36203.54666666667,43186.65333333333,16.3,14.32169668026453
cluster_4_2015-09-26,849.619,19.9,9.6,29517.623333333333,43168.66333333333,17.4,12.602613996387603
cluster_1_2015-09-27,243.903,18.5,9.2,38852.48333333333,42928.27,23.0,55.0
cluster_2_2015-09-27,361.97,22.4,8.1,38283.39666666667,42960.93666666667,23.8,23.65733595568765
cluster_3_2015-09-27,539.349,24.5,11.2,39219.263333333336,42994.03,20.7,7.956850433383034
cluster_4_2015-09-27,804.933,19.2,9.2,36942.32333333333,42964.26,22.1,22.76456063103727
cluster_1_2015-09-28,303.992,18.2,8.3,38562.59333333333,42709.35,20.8,65.33686150518623
cluster_2_2015-09-28,432.371,23.2,8.1,38727.59,42755.03333333333,24.7,37.04629628673584
cluster_3_2015-09-28,626.597,23.4,8.5,39103.113333333335,42801.48666666666,22.5,13.705223683727995
cluster_4_2015-09-28,941.164,18.4,7.6,39049.03333333333,42759.93333333334,23.9,28.403671823829644
cluster_1_2015-09-29,318.502,17.8,9.1,38435.97666666667,42490.64666666667,28.1,64.0
cluster_2_2015-09-29,441.996,19.9,7.7,38581.81,42549.33,32.9,79.03362092548953
cluster_3_2015-09-29,650.396,22.3,9.3,38514.62666666667,42609.14333333333,21.9,71.32738709268153
cluster_4_2015-09-29,971.848,18.9,9.1,38885.16666666666,42555.82,26.3,36.67993832017299
cluster_1_2015-09-30,316.703,17.0,9.2,38232.43,42272.29,23.7,70.66663657794041
cluster_2_2015-09-30,445.035,20.1,8.2,35036.43666666667,42343.96,28.7,79.04789962186129
cluster_3_2015-09-30,654.511,24.1,9.1,35998.920000000006,42417.11666666667,18.4,75.40113969360934
cluster_4_2015-09-30,980.633,20.0,7.8,38721.18,42352.02666666667,22.1,34.68202178334184
cluster_1_2015-10-01,322.09,15.7,7.6,38071.66333333333,42054.4,25.2,56.99969522011378
cluster_2_2015-10-01,449.316,23.7,7.4,37193.23,42139.03333333333,26.0,82.47892095054863
cluster_3_2015-10-01,660.665,22.5,7.6,38137.4,42225.51666666667,16.2,1.059297253654904
cluster_4_2015-10-01,988.394,17.2,6.9,38454.16333333333,42148.68333333333,24.3,34.160940769806416
cluster_1_2015-10-02,318.247,18.5,6.1,37917.526666666665,41837.10666666667,16.5,63.33329571956084
cluster_2_2015-10-02,447.329,21.1,5.0,38190.79,41934.68333333333,16.9,73.07810048762113
cluster_3_2015-10-02,665.152,20.0,5.6,27637.206666666665,42034.46,11.7,45.22863875347741
cluster_4_2015-10-02,980.929,19.6,7.3,36092.83,41945.91333333333,16.3,36.948612548189445
cluster_1_2015-10-03,267.957,19.3,7.4,34241.73,41620.55,10.9,354.1402342461494
cluster_2_2015-10-03,396.912,19.5,6.8,34988.84,41731.026666666665,20.3,343.974685142962
cluster_3_2015-10-03,603.454,20.0,8.6,23226.17666666667,41844.06666666667,34.9,196.06260943251544
cluster_4_2015-10-03,875.029,19.8,9.1,27540.243333333336,41743.833333333336,20.4,153.02293253412893
cluster_1_2015-10-04,252.663,18.4,6.9,17428.073333333334,41404.86000000001,22.4,160.61367585465794
cluster_2_2015-10-04,380.373,21.7,6.4,24471.73,41528.19333333333,20.4,166.8987689478218
cluster_3_2015-10-04,563.807,21.8,8.5,23746.36,41654.45333333334,17.1,134.26753236882334
cluster_4_2015-10-04,832.973,18.6,7.5,29283.266666666663,41542.57666666667,15.5,176.98774439863757
cluster_1_2015-10-05,314.359,19.2,12.7,4988.336666666667,41190.16,23.7,155.66612821559673
cluster_2_2015-10-05,450.32,27.1,12.2,12417.886666666664,41326.31,20.7,149.81309804995394
cluster_3_2015-10-05,644.12,24.5,10.2,27821.48,41465.73666666666,23.7,148.1560012318442
cluster_4_2015-10-05,969.007,20.7,12.6,16100.543333333331,41342.263333333336,19.8,172.98774439863757
cluster_1_2015-10-06,321.464,19.7,14.8,24635.923333333336,40976.59333333333,28.8,195.33835425574983
cluster_2_2015-10-06,451.248,23.5,14.2,23341.44,41125.50333333333,26.8,206.26319603993025
cluster_3_2015-10-06,647.454,23.6,13.4,30050.83333333333,41278.04,23.9,179.25124090859245
